"","NUM","PAYS","PROV","ZS","POP","NUMSEM","DEBUTSEM","MALADIE","C011MOIS","D011MOIS","C1259MOIS","D1259MOIS","C5ANSP","D5ANSP","CASAGEINC","DECAGEINC","TOTALCAS","TOTALDECES","LETAL","ATTAQ","RecStatus","UniqueKey"
"387","RDCKINNGI22","RDC","KINSHASA","NGIRI-NGIRI",184308,22,"05/30/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,7034
"388","RDCKINKGB24","RDC","KINSHASA","KINGABWA",238202,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,7039
"389","RDCKINKIK24","RDC","KINSHASA","KIKIMI",292158,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,2,0,0,0,3,0,0,1,1,7043
"390","RDCKINMAK24","RDC","KINSHASA","MAKALA",340104,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.2,1,7065
"391","RDCKINBAR24","RDC","KINSHASA","BARUMBU",172524,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,2.3,1,7069
"392","RDCKINLIM24","RDC","KINSHASA","LIMETE",213270,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.9,1,7106
"393","RDCKINMAT24","RDC","KINSHASA","MATETE",327607,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,5,0,0,0,6,0,0,1.8,1,7112
"394","RDCKINNSE24","RDC","KINSHASA","NSELE",382488,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.3,1,7116
"395","RDCKINBAN24","RDC","KINSHASA","BANDALUNGWA",206435,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.9,1,7141
"396","RDCKINMGU24","RDC","KINSHASA","MONT-NGAFULA I",280358,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,7144
"397","RDCKINKAS24","RDC","KINSHASA","KASA-VUBU",150936,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,2,1,7048
"398","RDCKINNGA24","RDC","KINSHASA","NGABA",206710,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,1.5,1,7056
"399","RDCKINGOM24","RDC","KINSHASA","GOMBE",101237,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,2,1,7060
"400","RDCKINKBS24","RDC","KINSHASA","KIMBANSEKE",319562,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.3,1,7083
"401","RDCKINMSU24","RDC","KINSHASA","MASINA I",379527,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.3,1,7095
"402","RDCKINMSD24","RDC","KINSHASA","MASINA II",313423,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,6,0,0,0,6,0,0,1.9,1,7099
"403","RDCKINKIN24","RDC","KINSHASA","KINSHASA",190144,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.5,1,7123
"404","RDCKINKLU24","RDC","KINSHASA","KALAMU I",165697,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.2,1,7132
"405","RDCKINMGD24","RDC","KINSHASA","MONT-NGAFULA II",164242,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,2,1,5,1,0,0,7,2,29,4.3,1,7155
"406","RDCKINBUM24","RDC","KINSHASA","BUMBU",383675,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,6,0,0,0,7,0,0,1.8,1,7157
"407","RDCKINKIS24","RDC","KINSHASA","KISENSO",491985,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,4,0,12,0,0,0,16,0,0,3.3,1,7160
"408","RDCKINBIY24","RDC","KINSHASA","BIYELA",255678,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,3,0,0,0,0,0,3,0,0,1.2,1,7167
"409","RDCKINBAN24","RDC","KINSHASA","BANDALUNGWA",206435,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,7168
"410","RDCKINBAR24","RDC","KINSHASA","BARUMBU",172524,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.6,1,7169
"411","RDCKINBIO24","RDC","KINSHASA","BINZA-OZONE",425134,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,NA,1,0,0,0.2,1,7170
"412","RDCKINKLU25","RDC","KINSHASA","KALAMU I",165697,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,1.8,1,7188
"413","RDCKINNDJ25","RDC","KINSHASA","NDJILI",365847,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,0.8,1,7199
"414","RDCKINKIK25","RDC","KINSHASA","KIKIMI",292158,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7233
"415","RDCKINMLD25","RDC","KINSHASA","MALUKU II",74808,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,2,0,0,0,4,0,0,5.3,1,7237
"416","RDCKINMSD25","RDC","KINSHASA","MASINA II",313423,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,1.6,1,7241
"417","RDCKINNGA25","RDC","KINSHASA","NGABA",206710,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,1.5,1,7244
"418","RDCKINBAR25","RDC","KINSHASA","BARUMBU",172524,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,1.7,1,7255
"419","RDCKINLEM25","RDC","KINSHASA","LEMBA",331042,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,1.5,1,7259
"420","RDCKINKGS25","RDC","KINSHASA","KINGASANI",251373,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,3,0,2,0,0,0,5,0,0,2,1,7280
"421","RDCKINMAT25","RDC","KINSHASA","MATETE",327607,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.6,1,7291
"422","RDCKINGOM24","RDC","KINSHASA","GOMBE",101237,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,7171
"423","RDCKINKLD24","RDC","KINSHASA","KALAMU II",147894,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,7172
"424","RDCKINKIM24","RDC","KINSHASA","KIMBANSEKE",319562,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.6,1,7173
"425","RDCKINKGB24","RDC","KINSHASA","KINGABWA",238202,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,7174
"426","RDCKINKGS24","RDC","KINSHASA","KINGASANI",251373,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,7,0,0,0,7,0,0,2.8,1,7175
"427","RDCKINKIN24","RDC","KINSHASA","KINSHASA",190144,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.1,1,7176
"428","RDCKINKIS24","RDC","KINSHASA","KISENSO",491985,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,0.6,1,7177
"429","RDCKINKOK24","RDC","KINSHASA","KOKOLO",304520,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7178
"430","RDCKINLEM24","RDC","KINSHASA","LEMBA",331042,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7179
"431","RDCKINLIM24","RDC","KINSHASA","LIMETE",213270,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,2.3,1,7180
"432","RDCKINLUF24","RDC","KINSHASA","LUFUNGULA",145207,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.4,1,7181
"433","RDCKINMLU24","RDC","KINSHASA","MALUKU I",204337,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,1.5,1,7182
"434","RDCKINMLD24","RDC","KINSHASA","MALUKU II",74808,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,4,1,7183
"435","RDCKINMSU24","RDC","KINSHASA","MASINA I",379527,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.1,1,7184
"436","RDCKINNDJ24","RDC","KINSHASA","NDJILI",365847,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,9,0,0,0,9,0,0,2.5,1,7185
"437","RDCKINNGA24","RDC","KINSHASA","NGABA",206710,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,7,0,0,0,7,0,0,3.4,1,7186
"438","RDCKINNGI24","RDC","KINSHASA","NGIRI-NGIRI",184308,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,2.2,1,7187
"439","RDCKINSEL25","RDC","KINSHASA","SELEMBAO",395476,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.5,1,7206
"440","RDCKINMLU25","RDC","KINSHASA","MALUKU I",204337,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.5,1,7210
"441","RDCKINKIM25","RDC","KINSHASA","KIMBANSEKE",319562,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,1.6,1,7214
"442","RDCKINKIS25","RDC","KINSHASA","KISENSO",491985,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,6,1,5,0,0,0,11,1,9,2.2,1,7215
"443","RDCKINKLD25","RDC","KINSHASA","KALAMU II",147894,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,2.7,1,7223
"444","RDCKINMGD25","RDC","KINSHASA","MONT-NGAFULA II",164242,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,3,1,0,0,4,1,25,2.4,1,7263
"445","RDCKINNGI25","RDC","KINSHASA","NGIRI-NGIRI",184308,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.1,1,7268
"446","RDCKINKAS25","RDC","KINSHASA","KASA-VUBU",150936,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,7272
"447","RDCKINGOM25","RDC","KINSHASA","GOMBE",101237,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,2,1,7276
"448","RDCKINBUM25","RDC","KINSHASA","BUMBU",383675,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,3,0,4,0,0,0,7,0,0,1.8,1,7295
"449","RDCKINMSU25","RDC","KINSHASA","MASINA I",379527,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,1.3,1,7299
"450","RDCKINBAN25","RDC","KINSHASA","BANDALUNGWA",206435,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,2,0,0,0,4,0,0,1.9,1,7303
"451","RDCKINBUM25","RDC","KINSHASA","BUMBU",383675,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,NA,3,0,0,0.8,1,7330
"452","RDCKINGOM25","RDC","KINSHASA","GOMBE",101237,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,7331
"453","RDCKINKLU25","RDC","KINSHASA","KALAMU I",165697,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.6,1,7332
"454","RDCKINKAS25","RDC","KINSHASA","KASA-VUBU",150936,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,7333
"455","RDCKINKGB25","RDC","KINSHASA","KINGABWA",238202,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,7334
"456","RDCKINKGS25","RDC","KINSHASA","KINGASANI",251373,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.6,1,7335
"457","RDCKINKNT25","RDC","KINSHASA","KINTAMBO",118898,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,7336
"458","RDCKINKIS25","RDC","KINSHASA","KISENSO",491985,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,0.6,1,7337
"459","RDCKINKOK25","RDC","KINSHASA","KOKOLO",304520,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,NA,3,0,0,1,1,7338
"460","RDCKINLEM25","RDC","KINSHASA","LEMBA",331042,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.6,1,7339
"461","RDCKINLIM25","RDC","KINSHASA","LIMETE",213270,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,8,0,0,0,8,0,0,3.8,1,7340
"462","RDCKINMAK25","RDC","KINSHASA","MAKALA",340104,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7341
"463","RDCKINMAT25","RDC","KINSHASA","MATETE",327607,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,0.9,1,7342
"464","RDCKINMGU25","RDC","KINSHASA","MONT-NGAFULA I",280358,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.4,1,7343
"465","RDCKINNDJ25","RDC","KINSHASA","NDJILI",365847,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.1,1,7344
"466","RDCKINNGA25","RDC","KINSHASA","NGABA",206710,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.9,1,7345
"467","RDCKINNSE25","RDC","KINSHASA","NSELE",382488,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.5,1,7346
"468","RDCKINNDJ26","RDC","KINSHASA","NDJILI",365847,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,8,0,0,0,8,0,0,2.2,1,7376
"469","RDCKINMLU26","RDC","KINSHASA","MALUKU I",204337,26,"06/27/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,7380
"470","RDCKINBUM26","RDC","KINSHASA","BUMBU",383675,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7410
"471","RDCKINMGD26","RDC","KINSHASA","MONT-NGAFULA II",164242,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,3,1,7416
"472","RDCKINMSU26","RDC","KINSHASA","MASINA I",379527,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,1.1,1,7436
"473","RDCKINKIS26","RDC","KINSHASA","KISENSO",491985,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,6,0,2,0,0,0,8,0,0,1.6,1,7438
"474","RDCKINMSD26","RDC","KINSHASA","MASINA II",313423,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,0,0,2,0,0,0.6,1,7442
"475","RDCKINLIM26","RDC","KINSHASA","LIMETE",213270,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,1.4,1,7446
"476","RDCKINLEM26","RDC","KINSHASA","LEMBA",331042,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,8,0,0,0,10,0,0,3,1,7449
"477","RDCKINNSE25","RDC","KINSHASA","NSELE",382488,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,0.8,1,7322
"478","RDCKINBAN25","RDC","KINSHASA","BANDALUNGWA",206435,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1,1,7328
"479","RDCKINBAR25","RDC","KINSHASA","BARUMBU",172524,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.6,1,7329
"480","RDCKINLUF25","RDC","KINSHASA","LUFUNGULA",145207,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,7347
"481","RDCKINSEL25","RDC","KINSHASA","SELEMBAO",395476,25,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7348
"482","RDCKINBIY26","RDC","KINSHASA","BIYELA",255678,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,3,0,4,0,0,0,7,0,0,2.7,1,7356
"483","RDCKINBIO26","RDC","KINSHASA","BINZA-OZONE",425134,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,1,0,0,3,1,33,0.7,1,7360
"484","RDCKINMGU25","RDC","KINSHASA","MONT-NGAFULA I",280358,25,"06/20/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,2,0,0,0,3,0,0,1.1,1,7361
"485","RDCKINMLD26","RDC","KINSHASA","MALUKU II",74808,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,4,1,7383
"486","RDCKINKIM26","RDC","KINSHASA","KIMBANSEKE",319562,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,6,0,0,0,6,0,0,1.9,1,7391
"487","RDCKINBAN26","RDC","KINSHASA","BANDALUNGWA",206435,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,7395
"488","RDCKINNSE26","RDC","KINSHASA","NSELE",382488,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,6,0,0,0,6,0,0,1.6,1,7420
"489","RDCKINKIK26","RDC","KINSHASA","KIKIMI",292158,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,0,0,2,0,0,0.7,1,7424
"490","RDCKINKLD26","RDC","KINSHASA","KALAMU II",147894,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,7427
"491","RDCKINKGS26","RDC","KINSHASA","KINGASANI",251373,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,4,0,1,0,0,0,5,0,0,2,1,7432
"492","RDCKINMAT26","RDC","KINSHASA","MATETE",327607,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7470
"493","RDCKINLIM26","RDC","KINSHASA","LIMETE",213270,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.9,1,7489
"494","RDCKINLIN26","RDC","KINSHASA","LINGWALA",97732,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,4.1,1,7490
"495","RDCKINMLD26","RDC","KINSHASA","MALUKU II",74808,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.3,1,7491
"496","RDCKINMSD26","RDC","KINSHASA","MASINA II",313423,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.6,1,7492
"497","RDCKINMGU26","RDC","KINSHASA","MONT-NGAFULA I",280358,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,7493
"498","RDCKINNGA26","RDC","KINSHASA","NGABA",206710,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,7494
"499","RDCKINLUF26","RDC","KINSHASA","LUFUNGULA",145207,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,7495
"500","RDCKINSEL26","RDC","KINSHASA","SELEMBAO",395476,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7496
"501","RDCKIBIM27","RDC","KINSHASA","BINZA-METEO",456137,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.4,1,7500
"502","RDCKINBIY27","RDC","KINSHASA","BIYELA",255678,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,7528
"503","RDCKINBAN27","RDC","KINSHASA","BANDALUNGWA",206435,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.5,1,7532
"504","RDCKINMSD27","RDC","KINSHASA","MASINA II",313423,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.6,1,7536
"505","RDCKINLIM27","RDC","KINSHASA","LIMETE",213270,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,2.3,1,7540
"506","RDCKINMSU27","RDC","KINSHASA","MASINA I",379527,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,5,0,0,0,7,0,0,1.8,1,7570
"507","RDCKINSEL27","RDC","KINSHASA","SELEMBAO",395476,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.5,1,7576
"508","RDCKINBAR26","RDC","KINSHASA","BARUMBU",172524,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.6,1,7477
"509","RDCKINNGA26","RDC","KINSHASA","NGABA",206710,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1,1,7481
"510","RDCKINBIO26","RDC","KINSHASA","BINZA-OZONE",425134,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.5,1,7482
"511","RDCKINGOM26","RDC","KINSHASA","GOMBE",101237,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,7483
"512","RDCKINKLU26","RDC","KINSHASA","KALAMU I",165697,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,4,0,0,0,4,0,0,2.4,1,7484
"513","RDCKINKLD26","RDC","KINSHASA","KALAMU II",147894,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.4,1,7485
"514","RDCKINKAS26","RDC","KINSHASA","KASA-VUBU",150936,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.3,1,7486
"515","RDCKINKGB26","RDC","KINSHASA","KINGABWA",238202,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,7487
"516","RDCKINLEM26","RDC","KINSHASA","LEMBA",331042,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.6,1,7488
"517","RDCKINLIN27","RDC","KINSHASA","LINGWALA",97732,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,2,1,7509
"518","RDCKINMLU27","RDC","KINSHASA","MALUKU I",204337,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,7516
"519","RDCKINKIM27","RDC","KINSHASA","KIMBANSEKE",319562,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.6,1,7521
"520","RDCKINKTB27","RDC","KINSHASA","KINTAMBO",118898,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,3,0,0,0,0,0,3,0,0,2.5,1,7545
"521","RDCKINKGS27","RDC","KINSHASA","KINGASANI",251373,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.4,1,7554
"522","RDCKINKIS27","RDC","KINSHASA","KISENSO",491985,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,4,0,6,0,0,0,10,0,0,2,1,7558
"523","RDCKINKLD27","RDC","KINSHASA","KALAMU II",147894,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,7580
"524","RDCKINMLD27","RDC","KINSHASA","MALUKU II",74808,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.3,1,7587
"525","RDCKINBIO27","RDC","KINSHASA","BINZA-OZONE",425134,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,0,0,3,0,0,0.7,1,7589
"526","RDCKINMGU27","RDC","KINSHASA","MONT-NGAFULA I",280358,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,0,0,2,0,0,0.7,1,7613
"527","RDCKINNSE27","RDC","KINSHASA","NSELE",382488,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,0,0,2,0,0,0.5,1,7620
"528","RDCKINPAL27","RDC","KINSHASA","MALUKU II",74808,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.3,1,7623
"529","RDCKINNGA27","RDC","KINSHASA","NGABA",206710,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,5,0,0,0,5,0,0,2.4,1,7626
"530","RDCKINNDJ27","RDC","KINSHASA","NDJILI",365847,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,7648
"531","RDCKINNSE22","RDC","KINSHASA","NSELE",382488,22,"05/30/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,0.5,1,7649
"532","RDCKINBIY28","RDC","KINSHASA","BIYELA",255678,28,"11/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.4,1,7689
"533","RDCKINKAS26","RDC","KINSHASA","KASA-VUBU",150936,26,"06/26/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.3,1,7694
